src_ip,dst_ip,src_port,dst_port,protocol,tos,packets,bytes,flows,start_time,end_time
192.168.1.36,10.0.0.90,32836,63958,TCP,0,386,277534,3,1719842181,1719842190.7212
192.168.1.3,10.0.0.224,7875,80,TCP,0,364,231140,3,1719840086,1719840091.7469
192.168.1.91,192.168.1.186,30657,80,UDP,32,767,192517,3,1719835473,1719835480.7902
192.168.1.228,10.0.0.177,14359,80,TCP,32,570,416100,3,1719835923,1719835931.7773
192.168.1.87,10.0.0.185,52513,29252,TCP,32,958,487622,3,1719842179,1719842187.731
192.168.1.72,10.0.0.232,54346,40253,UDP,16,101,100394,1,1719838243,1719838250.1992
192.168.1.188,10.0.0.47,27236,53,UDP,0,426,120984,1,1719837472,1719837473.104
192.168.1.144,198.51.100.14,49664,80,TCP,64,851,517408,3,1719841248,1719841248.9606
192.168.1.88,10.0.0.211,25408,443,TCP,0,772,172156,1,1719838731,1719838733.9137
192.168.1.106,10.0.0.34,12976,443,TCP,32,248,166656,2,1719838982,1719838983.7648
192.168.1.132,10.0.0.109,35016,80,ICMP,64,298,92380,1,1719842050,1719842051.655
192.168.1.242,10.0.0.246,48142,53,TCP,0,387,150156,3,1719841673,1719841678.8715
192.168.1.49,10.0.0.130,42148,123,TCP,64,157,57148,2,1719839007,1719839010.9787
192.168.1.69,192.168.1.93,48946,53,TCP,0,39,35724,2,1719841213,1719841217.1269
192.168.1.13,192.168.1.207,54667,443,TCP,64,355,80585,2,1719836712,1719836713.4368
192.168.1.94,10.0.0.135,15200,123,TCP,32,900,741600,3,1719840475,1719840482.2058
192.168.1.166,10.0.0.221,35433,80,TCP,64,359,205348,2,1719841093,1719841099.8914
192.168.1.105,10.0.0.23,25043,53,TCP,64,288,208800,1,1719835619,1719835619.6583
192.168.1.74,192.168.1.51,21437,443,TCP,0,904,691560,3,1719841461,1719841465.4953
192.168.1.14,10.0.0.25,5420,80,ICMP,32,754,591136,1,1719840634,1719840638.333
192.168.1.23,198.51.100.38,49794,443,TCP,0,317,101757,1,1719837580,1719837586.2022
192.168.1.57,10.0.0.80,52307,123,TCP,0,46,13110,2,1719841383,1719841392.1046
192.168.1.205,10.0.0.221,29908,443,ICMP,32,328,311272,1,1719837121,1719837126.6859
192.168.1.229,10.0.0.245,21945,443,UDP,0,910,587860,3,1719838254,1719838259.7456
192.168.1.76,192.168.1.105,63829,53,TCP,16,224,186592,1,1719839921,1719839922.6366
192.168.1.226,10.0.0.239,17051,37168,TCP,32,399,308427,2,1719840513,1719840518.6707
192.168.1.132,192.168.1.20,15776,53,TCP,32,73,17374,3,1719839217,1719839220.3654
192.168.1.57,10.0.0.7,18420,80,TCP,0,626,150240,3,1719840437,1719840440.343
192.168.1.45,10.0.0.232,51258,123,TCP,64,968,674696,2,1719840614,1719840620.551
192.168.1.151,198.51.100.14,37403,80,TCP,16,544,334560,3,1719840616,1719840620.2885
192.168.1.55,192.168.1.198,59137,443,TCP,16,462,393162,2,1719838192,1719838195.6756
192.168.1.211,192.168.1.88,40821,58951,TCP,32,467,411427,2,1719836898,1719836902.977
192.168.1.190,192.168.1.148,39095,53,TCP,0,439,317397,3,1719839514,1719839523.5061
192.168.1.6,10.0.0.253,20590,80,UDP,16,39,23283,3,1719839616,1719839619.7572
192.168.1.128,192.168.1.40,65102,123,UDP,64,472,269512,2,1719836530,1719836532.5496
192.168.1.245,10.0.0.172,8180,53,TCP,16,944,891136,2,1719839846,1719839850.1123
192.168.1.103,192.168.1.238,37060,53,TCP,32,858,215358,1,1719839874,1719839881.301
192.168.1.36,192.168.1.103,8593,52421,UDP,32,79,75208,3,1719839056,1719839060.4705
192.168.1.10,198.51.100.35,53480,123,TCP,32,311,58468,1,1719836720,1719836725.1922
192.168.1.48,192.168.1.188,25695,123,TCP,16,20,14760,2,1719836428,1719836433.7942
192.168.1.63,10.0.0.18,35104,443,UDP,16,521,225072,1,1719840815,1719840818.0158
192.168.1.186,192.168.1.7,33656,53,UDP,0,45,38475,1,1719835438,1719835442.4973
192.168.1.64,10.0.0.58,32382,443,TCP,64,887,169417,2,1719842326,1719842331.5973
192.168.1.46,192.168.1.90,31157,41346,TCP,0,261,131805,1,1719840977,1719840984.2505
192.168.1.210,10.0.0.214,25725,123,UDP,16,184,182160,1,1719840195,1719840197.7057
192.168.1.166,10.0.0.162,52006,53,TCP,32,986,478210,2,1719835578,1719835578.6179
192.168.1.3,10.0.0.74,56446,123,TCP,16,981,131454,3,1719838044,1719838051.7796
192.168.1.246,10.0.0.106,38375,80,TCP,0,199,181090,3,1719841909,1719841917.498
192.168.1.63,10.0.0.165,42836,41816,UDP,16,660,77880,2,1719839590,1719839591.7857
192.168.1.182,10.0.0.225,11552,443,TCP,32,258,235554,3,1719835455,1719835464.6144
192.168.1.122,10.0.0.125,7824,53,TCP,16,611,397761,1,1719839047,1719839052.3799
192.168.1.70,10.0.0.167,12044,443,TCP,32,280,217560,1,1719841283,1719841284.1188
192.168.1.205,10.0.0.240,41363,80,UDP,32,320,211840,3,1719841001,1719841005.0213
192.168.1.178,198.51.100.22,54275,29480,TCP,16,701,466866,1,1719837197,1719837203.4669
192.168.1.187,10.0.0.153,9373,61910,ICMP,64,513,207765,2,1719840031,1719840031.3405
192.168.1.102,10.0.0.207,14827,443,TCP,16,617,185100,1,1719839306,1719839309.8933
192.168.1.123,10.0.0.59,10314,123,TCP,64,906,429444,2,1719837899,1719837899.9478
192.168.1.12,10.0.0.89,5654,53,TCP,0,771,224361,3,1719836452,1719836453.2227
192.168.1.222,10.0.0.147,59026,123,TCP,32,499,418661,3,1719839305,1719839308.442
192.168.1.196,10.0.0.213,13670,53,TCP,0,13,7384,3,1719839153,1719839160.8308
192.168.1.179,192.168.1.83,64669,443,ICMP,0,834,475380,2,1719836936,1719836937.2069
192.168.1.228,10.0.0.229,19131,80,ICMP,0,942,225138,1,1719836669,1719836674.5825
192.168.1.139,10.0.0.234,55879,80,ICMP,16,609,199752,2,1719838692,1719838694.6566
192.168.1.165,10.0.0.67,17847,123,UDP,64,817,602946,2,1719840459,1719840468.4771
192.168.1.47,192.168.1.186,25670,15077,TCP,32,948,389628,2,1719837229,1719837231.6386
192.168.1.54,192.168.1.148,17173,80,UDP,32,914,73120,3,1719838656,1719838658.2618
192.168.1.75,192.168.1.25,28912,80,TCP,32,411,214131,1,1719835685,1719835688.6716
192.168.1.249,10.0.0.234,63465,53,UDP,16,193,100553,2,1719838997,1719839001.1244
192.168.1.22,192.168.1.50,22632,123,TCP,64,613,513694,1,1719838978,1719838980.6362
192.168.1.243,10.0.0.68,11835,123,TCP,64,329,185227,3,1719840018,1719840023.2928
192.168.1.106,192.168.1.241,53631,35995,UDP,0,800,404000,3,1719841981,1719841984.8394
192.168.1.35,10.0.0.92,31420,53,TCP,32,253,96646,2,1719837749,1719837756.3985
192.168.1.150,192.168.1.74,50307,80,TCP,16,982,778726,3,1719838624,1719838630.8796
192.168.1.111,192.168.1.158,56349,80,TCP,0,213,38340,2,1719840913,1719840917.5946
192.168.1.107,10.0.0.148,45720,80,TCP,64,751,678153,1,1719841194,1719841203.3208
192.168.1.148,192.168.1.236,63925,123,ICMP,64,796,614512,2,1719839322,1719839328.6176
192.168.1.81,198.51.100.4,32735,443,UDP,16,848,230656,3,1719840981,1719840989.7786
192.168.1.252,10.0.0.10,18091,53,TCP,32,873,191187,3,1719839993,1719839995.2653
192.168.1.105,10.0.0.84,51707,80,TCP,16,815,266505,3,1719838839,1719838847.9601
192.168.1.32,192.168.1.55,13182,123,TCP,32,831,467022,1,1719842286,1719842291.2655
192.168.1.151,192.168.1.187,39247,443,UDP,0,463,377345,1,1719836916,1719836923.609
192.168.1.172,192.168.1.76,31158,443,UDP,0,614,50348,3,1719841624,1719841624.2229
192.168.1.61,10.0.0.34,49746,123,TCP,64,768,720384,3,1719840387,1719840395.8217
192.168.1.169,10.0.0.106,51084,80,UDP,32,507,213954,2,1719841126,1719841129.7821
192.168.1.40,192.168.1.207,3324,123,TCP,0,161,107709,2,1719835505,1719835509.1846
192.168.1.24,10.0.0.112,47691,38257,TCP,16,903,75852,1,1719839196,1719839204.5031
192.168.1.14,192.168.1.211,28916,53,UDP,32,432,287712,1,1719836364,1719836372.7504
192.168.1.186,192.168.1.126,18698,80,ICMP,16,636,503712,3,1719837146,1719837150.0981
192.168.1.83,192.168.1.170,33823,80,TCP,64,124,47368,1,1719839165,1719839172.2162
192.168.1.129,192.168.1.203,6660,443,ICMP,64,199,93530,2,1719837046,1719837051.2726
192.168.1.13,192.168.1.53,48752,33339,TCP,16,926,619494,3,1719840634,1719840636.7717
192.168.1.211,192.168.1.82,39542,45940,TCP,32,194,118340,1,1719842280,1719842280.2274
192.168.1.3,198.51.100.13,43301,8143,TCP,32,4,2364,3,1719836936,1719836938.1973
192.168.1.95,192.168.1.130,37827,123,ICMP,32,688,584800,1,1719841153,1719841161.4633
192.168.1.86,10.0.0.236,48101,53,UDP,32,208,60736,2,1719841579,1719841583.1334
192.168.1.76,8.8.8.2,19844,80,TCP,0,249,191232,3,1719842380,1719842383.2092
192.168.1.160,192.168.1.173,14747,443,UDP,0,339,106107,2,1719836194,1719836203.2591
192.168.1.202,192.168.1.253,14174,44095,TCP,0,325,82225,2,1719837036,1719837036.3272
192.168.1.175,192.168.1.63,8577,53,TCP,64,136,105128,1,1719837065,1719837067.7473
192.168.1.252,192.168.1.163,58016,123,TCP,32,892,580692,1,1719835306,1719835313.8973
192.168.1.234,10.0.0.46,58877,53,UDP,16,711,86031,3,1719840050,1719840053.8386
192.168.1.123,10.0.0.156,59341,25640,TCP,0,859,676033,3,1719836472,1719836476.9358
192.168.1.77,198.51.100.3,11008,443,TCP,32,374,155210,1,1719838527,1719838531.8798
192.168.1.141,198.51.100.12,49556,123,TCP,0,780,163020,2,1719835668,1719835675.0828
192.168.1.67,192.168.1.73,52286,443,TCP,64,574,431648,1,1719838254,1719838255.3819
10.0.0.101,192.168.1.100,12443,3389,TCP,32,4095,348075,1,1719836702,1719836715.9135
192.168.1.74,10.0.0.204,25404,80,TCP,0,824,332896,3,1719839450,1719839451.0999
192.168.1.201,192.168.1.205,49967,123,TCP,32,396,107712,1,1719839146,1719839147.0084
192.168.1.199,192.168.1.118,5953,5023,TCP,32,344,146200,2,1719840837,1719840841.7672
192.168.1.240,192.168.1.114,12496,123,ICMP,64,662,77454,1,1719841072,1719841076.4837
192.168.1.216,198.51.100.37,2570,123,UDP,32,977,742520,3,1719836384,1719836392.1885
192.168.1.65,10.0.0.185,58835,53,TCP,0,455,151970,1,1719837202,1719837209.7652
192.168.1.62,10.0.0.23,2025,123,TCP,64,79,16195,2,1719835465,1719835472.9452
192.168.1.38,10.0.0.110,52103,80,TCP,0,31,17329,3,1719839346,1719839347.6477
192.168.1.202,198.51.100.44,12784,123,TCP,32,850,779450,2,1719837271,1719837280.094
192.168.1.49,10.0.0.59,24241,123,TCP,16,110,82390,1,1719836420,1719836422.2548
192.168.1.52,10.0.0.55,44321,53,TCP,32,736,264960,2,1719841940,1719841943.6895
192.168.1.155,10.0.0.220,5201,123,UDP,64,376,326744,1,1719836592,1719836593.0874
192.168.1.75,10.0.0.109,50628,2191,TCP,32,677,344593,3,1719837078,1719837083.2445
192.168.1.204,198.51.100.21,64872,9385,TCP,16,512,210432,3,1719835634,1719835635.193
192.168.1.160,10.0.0.93,26909,443,TCP,64,155,136245,1,1719837249,1719837257.0396
192.168.1.151,10.0.0.114,65156,123,TCP,16,6,3480,3,1719836731,1719836738.8008
192.168.1.34,10.0.0.127,20589,80,TCP,16,424,303160,2,1719840476,1719840483.2108
192.168.1.156,10.0.0.80,7662,443,TCP,16,391,193154,2,1719841255,1719841261.1701
192.168.1.97,10.0.0.59,8269,53,UDP,16,98,87416,1,1719837558,1719837567.0194
192.168.1.225,10.0.0.79,16376,19756,TCP,16,816,175440,1,1719839491,1719839494.1354
192.168.1.109,198.51.100.28,36131,443,TCP,16,875,198625,2,1719836511,1719836519.0723
192.168.1.215,192.168.1.249,60814,80,TCP,16,259,77700,2,1719839667,1719839672.5568
192.168.1.111,10.0.0.47,59986,50649,TCP,64,951,842586,3,1719838518,1719838521.194
192.168.1.11,192.168.1.16,13582,53,UDP,64,910,866320,3,1719837446,1719837449.2876
192.168.1.167,10.0.0.21,27137,443,TCP,32,347,332079,1,1719840061,1719840061.1304
192.168.1.203,192.168.1.16,33121,443,UDP,16,221,188513,1,1719841466,1719841475.8275
192.168.1.138,198.51.100.46,48342,30197,UDP,64,200,174000,2,1719840474,1719840478.5884
192.168.1.117,192.168.1.25,30913,443,TCP,64,489,96822,1,1719840507,1719840509.8259
192.168.1.140,10.0.0.77,42455,36580,TCP,16,990,467280,1,1719838138,1719838141.8979
192.168.1.151,10.0.0.214,22579,53,TCP,0,451,439274,3,1719838689,1719838697.2266
192.168.1.50,10.0.0.154,31253,123,TCP,32,564,486732,2,1719840115,1719840124.6928
192.168.1.226,192.168.1.142,31330,123,TCP,32,925,908350,2,1719837818,1719837821.6737
192.168.1.239,10.0.0.108,44383,443,TCP,0,133,33383,2,1719835569,1719835576.5585
192.168.1.166,192.168.1.120,64775,4346,TCP,16,139,16263,1,1719836179,1719836179.9023
192.168.1.36,192.168.1.204,17439,5325,TCP,64,310,181970,3,1719838854,1719838862.5398
192.168.1.224,10.0.0.132,39551,123,UDP,0,793,348127,2,1719837502,1719837505.356
192.168.1.117,192.168.1.190,5148,42827,TCP,0,732,570228,2,1719840633,1719840641.6781
192.168.1.225,10.0.0.160,2908,80,TCP,32,859,714688,3,1719839474,1719839478.858
192.168.1.45,10.0.0.222,48113,123,TCP,0,104,86632,2,1719841191,1719841194.1192
192.168.1.70,10.0.0.27,31758,443,TCP,64,606,441168,2,1719842321,1719842324.8673
192.168.1.195,10.0.0.150,46125,53,TCP,32,793,571753,2,1719841315,1719841323.5451
192.168.1.203,192.168.1.178,60865,123,TCP,0,580,110200,3,1719837210,1719837219.8416
192.168.1.57,192.168.1.217,15402,443,UDP,0,495,168300,2,1719841856,1719841856.8676
192.168.1.173,198.51.100.38,33413,21990,TCP,64,788,679256,2,1719842363,1719842363.1122
192.168.1.146,198.51.100.5,23871,80,UDP,16,445,282575,2,1719839116,1719839119.3711
192.168.1.109,192.168.1.171,33247,123,UDP,32,343,38416,2,1719836137,1719836145.9258
192.168.1.118,192.168.1.141,38957,123,TCP,32,683,337402,1,1719835302,1719835302.1521
192.168.1.40,10.0.0.203,11390,53,TCP,32,750,418500,3,1719841037,1719841038.2691
192.168.1.189,10.0.0.162,3282,53,TCP,32,293,269267,2,1719839658,1719839667.5822
192.168.1.232,10.0.0.127,34376,443,TCP,16,724,488700,3,1719839962,1719839969.9756
192.168.1.134,10.0.0.103,45907,80,UDP,16,132,67452,2,1719839244,1719839253.4177
192.168.1.49,10.0.0.83,7761,443,TCP,16,131,81613,2,1719836749,1719836756.7281
192.168.1.38,192.168.1.31,32283,443,TCP,32,681,147096,1,1719839908,1719839915.4308
192.168.1.69,10.0.0.122,61365,443,UDP,32,685,620610,3,1719837778,1719837784.2712
192.168.1.62,198.51.100.19,1756,33286,TCP,16,654,397632,1,1719835508,1719835511.8534
192.168.1.74,10.0.0.251,48273,53,TCP,64,501,324648,3,1719835852,1719835855.2604
192.168.1.21,10.0.0.6,9070,123,TCP,32,536,377344,1,1719837249,1719837258.8821
192.168.1.56,198.51.100.12,39087,80,UDP,64,967,97667,2,1719836533,1719836538.5116
192.168.1.47,198.51.100.41,48386,443,TCP,32,488,77104,1,1719842267,1719842276.0625
192.168.1.12,10.0.0.67,31994,443,TCP,32,179,119751,3,1719840631,1719840633.551
192.168.1.150,10.0.0.162,19101,44325,TCP,0,249,71463,2,1719838071,1719838072.8832
192.168.1.69,10.0.0.129,49391,53,TCP,0,189,170289,2,1719841342,1719841344.6465
192.168.1.45,192.168.1.206,26630,53,TCP,0,541,292140,2,1719840728,1719840734.4734
192.168.1.182,192.168.1.49,60311,123,TCP,64,445,435210,2,1719837915,1719837915.3717
192.168.1.9,10.0.0.126,60858,32519,TCP,16,600,570000,1,1719836051,1719836056.647
192.168.1.204,192.168.1.231,36571,123,TCP,32,353,289813,3,1719840930,1719840932.8514
192.168.1.114,10.0.0.163,29473,443,TCP,32,515,462470,2,1719842397,1719842405.02
192.168.1.243,192.168.1.222,29755,123,TCP,0,970,361810,2,1719841440,1719841447.9827
192.168.1.45,192.168.1.23,31005,123,TCP,64,624,578448,1,1719841215,1719841221.0094
192.168.1.119,10.0.0.143,22880,53,TCP,16,764,701352,3,1719840349,1719840351.0653
192.168.1.4,10.0.0.83,46811,80,TCP,64,487,369146,2,1719835736,1719835738.0512
192.168.1.180,198.51.100.9,10524,80,TCP,64,710,615570,2,1719841469,1719841473.2078
192.168.1.105,10.0.0.223,44702,64090,TCP,64,141,55272,3,1719837344,1719837353.773
192.168.1.56,10.0.0.173,20377,53,UDP,16,245,142835,3,1719836978,1719836978.1228
192.168.1.236,10.0.0.98,56146,53,TCP,16,511,159432,3,1719840469,1719840473.3783
192.168.1.229,192.168.1.35,32568,80,UDP,64,14,12978,1,1719842125,1719842134.9914
192.168.1.35,10.0.0.207,64877,80,TCP,64,513,258039,1,1719839480,1719839486.1812
192.168.1.69,192.168.1.111,57757,59875,TCP,0,902,433862,1,1719837640,1719837642.5116
192.168.1.175,10.0.0.87,52600,43421,TCP,64,704,546304,2,1719841275,1719841283.6986
192.168.1.82,192.168.1.229,1272,53,UDP,64,715,78650,2,1719837495,1719837498.6637
192.168.1.41,10.0.0.237,44459,80,TCP,16,472,198240,3,1719836460,1719836462.5389
192.168.1.203,192.168.1.95,24114,53,ICMP,64,653,572681,2,1719837028,1719837034.9048
192.168.1.112,192.168.1.113,11859,80,TCP,0,127,63627,2,1719840161,1719840164.432
192.168.1.6,10.0.0.30,54356,25045,UDP,16,282,31866,2,1719841834,1719841839.7566
192.168.1.66,192.168.1.22,4625,40068,TCP,64,180,172260,1,1719840758,1719840763.6016
192.168.1.68,198.51.100.19,32947,53,UDP,64,734,449942,2,1719836519,1719836527.8255
192.168.1.103,192.168.1.224,55758,443,UDP,0,869,697807,1,1719837976,1719837983.5802
192.168.1.8,10.0.0.123,46449,53,UDP,64,734,92484,3,1719837928,1719837935.5896
192.168.1.218,10.0.0.196,48975,123,TCP,0,895,613075,3,1719842029,1719842038.2341
192.168.1.73,10.0.0.190,58416,35798,TCP,0,873,63729,3,1719838959,1719838961.4981
192.168.1.49,192.168.1.154,19513,53,TCP,64,608,151392,3,1719840159,1719840161.2812
192.168.1.140,192.168.1.51,21963,123,TCP,0,54,51570,1,1719836461,1719836470.6915
192.168.1.43,10.0.0.142,14500,53,TCP,16,15,11655,2,1719836935,1719836943.0452
192.168.1.168,10.0.0.38,57415,53,TCP,0,297,51975,3,1719841241,1719841249.4062
192.168.1.38,192.168.1.121,49160,80,UDP,32,939,363393,3,1719839344,1719839345.2737
192.168.1.191,10.0.0.143,40467,443,UDP,64,814,231990,2,1719839555,1719839555.6676
192.168.1.145,10.0.0.6,32789,123,TCP,16,69,52026,2,1719836094,1719836101.8007
192.168.1.46,10.0.0.129,25514,80,TCP,64,746,743762,3,1719841398,1719841405.2228
192.168.1.253,198.51.100.24,26640,80,TCP,64,370,324860,3,1719839558,1719839559.9762
192.168.1.30,10.0.0.73,51542,123,TCP,64,776,265392,1,1719837382,1719837388.679
192.168.1.246,10.0.0.95,50946,80,TCP,0,772,162892,1,1719835882,1719835884.0822
192.168.1.123,198.51.100.25,8845,53,TCP,0,184,40664,3,1719840897,1719840902.3591
192.168.1.238,10.0.0.135,48263,53,TCP,32,731,398395,1,1719835638,1719835638.5174
192.168.1.189,10.0.0.171,2481,53,TCP,32,814,275132,1,1719836545,1719836554.1421
192.168.1.164,192.168.1.56,57791,57544,TCP,0,635,79375,2,1719839018,1719839024.2298
192.168.1.34,10.0.0.48,37253,123,TCP,0,768,465408,1,1719835274,1719835282.5069
192.168.1.171,192.168.1.155,46414,443,TCP,64,363,243936,3,1719839990,1719839991.5412
192.168.1.14,198.51.100.31,8257,443,UDP,16,328,71176,3,1719835804,1719835810.5243
192.168.1.35,10.0.0.168,45822,443,TCP,64,554,247084,2,1719842384,1719842392.3399
192.168.1.10,10.0.0.60,40309,20375,TCP,0,327,308361,1,1719841818,1719841821.7277
192.168.1.68,10.0.0.53,18206,53,TCP,16,784,656208,3,1719836659,1719836662.008
192.168.1.33,192.168.1.26,53382,80,TCP,16,325,148200,2,1719841797,1719841802.3568
192.168.1.39,10.0.0.147,43517,443,TCP,0,259,87542,2,1719836259,1719836260.4131
192.168.1.215,10.0.0.76,57991,80,TCP,32,606,364812,1,1719837425,1719837428.9608
192.168.1.96,192.168.1.41,53218,39158,TCP,0,820,464120,3,1719841963,1719841964.118
192.168.1.47,10.0.0.120,34902,53,TCP,16,376,335016,2,1719841439,1719841444.035
192.168.1.150,10.0.0.155,43498,53,TCP,16,166,147740,3,1719835466,1719835469.3805
192.168.1.22,192.168.1.182,19476,47165,TCP,16,616,164472,3,1719837733,1719837742.6295
192.168.1.12,10.0.0.23,7660,53040,UDP,0,944,455952,1,1719840740,1719840740.1581
192.168.1.8,10.0.0.179,23666,53,TCP,64,851,411033,1,1719841555,1719841560.2331
192.168.1.152,10.0.0.154,43108,80,UDP,32,958,783644,1,1719836617,1719836620.2002
192.168.1.37,10.0.0.53,29430,443,ICMP,64,945,634095,3,1719839518,1719839520.8518
192.168.1.6,10.0.0.58,37362,35411,TCP,32,163,150286,2,1719839220,1719839222.2826
192.168.1.110,192.168.1.81,25380,123,UDP,32,104,36192,1,1719836168,1719836168.672
192.168.1.94,10.0.0.19,26930,43774,TCP,16,14,2506,2,1719836018,1719836022.5745
192.168.1.172,192.168.1.44,23043,80,TCP,16,517,146311,2,1719840669,1719840674.0656
192.168.1.13,10.0.0.74,26937,443,UDP,16,673,372169,3,1719841370,1719841372.0518
192.168.1.2,10.0.0.85,56186,53,UDP,64,497,127729,3,1719838800,1719838800.2134
192.168.1.103,10.0.0.229,6357,53,TCP,32,431,261617,1,1719841684,1719841692.3301
192.168.1.29,192.168.1.45,53101,80,TCP,0,543,335031,3,1719837657,1719837657.1124
192.168.1.128,10.0.0.6,46052,123,UDP,0,512,265216,1,1719840320,1719840322.6435
192.168.1.70,10.0.0.108,26995,53,TCP,64,265,237970,1,1719841728,1719841736.3754
192.168.1.138,10.0.0.107,42318,80,TCP,16,264,230208,3,1719840045,1719840046.6219
192.168.1.183,10.0.0.56,19220,443,TCP,32,720,603360,2,1719838186,1719838189.6356
192.168.1.105,198.51.100.8,26755,80,TCP,0,465,350610,3,1719836928,1719836935.599
192.168.1.220,10.0.0.103,7710,80,TCP,32,900,148500,2,1719841502,1719841502.2558
192.168.1.38,192.168.1.106,57601,123,TCP,16,754,468988,3,1719842203,1719842212.4554
192.168.1.59,192.168.1.210,59295,123,TCP,16,719,561539,1,1719841168,1719841170.5497
192.168.1.11,10.0.0.150,28824,21390,TCP,32,179,96660,3,1719840705,1719840714.7341
192.168.1.165,10.0.0.240,11278,443,TCP,0,913,773311,3,1719835516,1719835524.2325
192.168.1.77,192.168.1.69,32478,53,UDP,32,576,270720,2,1719837763,1719837772.1056
192.168.1.151,10.0.0.107,47092,8644,UDP,0,657,225351,3,1719837720,1719837725.7316
192.168.1.237,192.168.1.188,31335,53,TCP,0,760,550240,3,1719837071,1719837077.5009
192.168.1.224,10.0.0.78,12150,123,UDP,0,278,91184,1,1719841888,1719841897.0896
192.168.1.87,10.0.0.30,2556,443,TCP,0,81,79785,3,1719838829,1719838838.6076
192.168.1.38,192.168.1.14,40060,123,TCP,64,429,274989,2,1719838243,1719838246.2521
192.168.1.23,10.0.0.26,53473,443,TCP,32,951,306222,2,1719840955,1719840960.1383
192.168.1.155,192.168.1.225,15979,443,ICMP,0,257,200717,2,1719840907,1719840911.191
192.168.1.229,10.0.0.41,26298,1386,TCP,0,764,331576,1,1719839759,1719839762.0704
192.168.1.208,192.168.1.226,39653,53,UDP,16,429,161733,1,1719840329,1719840333.6836
192.168.1.143,10.0.0.219,21981,123,TCP,64,179,176494,3,1719836489,1719836491.397
